charging_station_id,latitude,longitude,station_type,power_output_kw,num_connectors,charging_demand_kwh,num_vehicles_charged,avg_wait_time_minutes,traffic_density,ev_adoption_rate,population_density,time_of_day,day_of_week,weather_condition,temperature_c,grid_load_mw,renewable_energy_share,distance_to_nearest_station,poi_density,user_battery_level,is_optimal_location
CS_6187,12.88916423415353,77.67286157097402,DC Fast Charger,150.0,4,79.2,3,0.2,345.9,23.8,15744.8,8,7,Clear,27.5,361.8,85.6,0.39,16.3,18.6,0
CS_6188,12.840687984802194,77.60130374245347,DC Fast Charger,150.0,7,127.6,7,6.2,212.7,20.3,8708.3,5,6,Clear,34.9,334.4,60.1,1.33,15.6,61.9,0
CS_6189,12.843688594011628,77.59370559755227,DC Fast Charger,150.0,5,50.5,2,6.1,415.9,10.1,18361.7,22,5,Cloudy,20.1,150.1,45.3,1.99,21.0,83.5,0
CS_6190,13.009229485171158,77.56782063476948,DC Fast Charger,100.0,4,91.7,2,4.6,263.0,32.2,20164.2,20,3,Extreme,33.6,355.4,64.1,1.51,25.6,63.5,0
CS_6191,12.992841977325853,77.41373290182862,Level 2,100.0,6,84.5,8,4.0,255.9,21.8,16757.8,15,4,Rain,26.8,349.3,76.5,9.0,26.1,62.6,0
CS_6192,13.034823702275416,77.67957673070568,Level 2,150.0,7,130.4,16,2.4,497.5,27.6,10569.8,3,6,Clear,24.6,377.5,84.1,1.44,9.1,83.4,0
CS_6193,13.08124435171973,77.58838124798984,DC Fast Charger,150.0,8,86.2,3,15.0,324.0,6.3,21407.4,22,6,Clear,24.3,370.3,59.2,5.28,18.9,40.4,1
CS_6194,13.007578208979977,77.69821859501494,DC Fast Charger,7.2,6,113.1,6,8.1,440.7,36.2,9037.8,23,6,Cloudy,27.6,198.5,64.3,3.71,28.9,81.5,1
CS_6195,12.846755460965433,77.56120692143188,Level 2,7.2,3,110.0,19,11.9,286.1,23.1,9372.4,21,3,Cloudy,32.9,253.4,86.3,1.82,16.7,66.2,0
CS_6196,12.873032785029624,77.61303326757186,Level 2,50.0,6,44.9,13,1.9,122.8,17.2,7736.9,0,5,Extreme,21.9,341.7,51.1,0.98,19.1,16.5,1
CS_6197,13.052658119261935,77.41686286735987,DC Fast Charger,50.0,3,98.0,4,19.1,494.3,33.9,20192.0,21,6,Cloudy,35.5,330.9,80.2,11.89,24.7,66.6,0
CS_6198,12.862791822750262,77.58952085304703,DC Fast Charger,100.0,8,47.7,17,0.9,345.1,33.4,15891.7,6,4,Cloudy,23.0,342.2,53.1,0.2,3.9,17.5,0
CS_6199,12.821756695086345,77.6293948834771,Level 2,22.0,7,110.5,9,0.3,116.9,12.7,7194.3,15,5,Cloudy,26.2,169.9,76.8,3.7,5.2,67.0,0
CS_6200,13.010984016212674,77.63355428845577,Level 2,7.2,7,78.1,3,1.9,383.0,18.0,16818.1,3,4,Extreme,25.2,338.1,57.0,1.97,27.1,29.6,1
CS_6201,12.920757906647044,77.63103349566909,Level 2,50.0,8,135.6,1,1.1,247.6,26.2,22165.9,13,2,Cloudy,28.2,130.5,28.9,1.74,28.3,10.5,1
CS_6202,13.076012015763771,77.4678847881881,DC Fast Charger,7.2,8,94.6,1,3.6,420.1,40.0,14036.9,13,1,Clear,24.7,245.1,25.4,10.38,7.3,57.6,0
CS_6203,12.995076521328098,77.69261954328157,Level 2,7.2,9,76.9,17,2.2,174.7,32.5,21610.0,14,6,Rain,25.1,116.8,35.4,0.76,2.4,65.4,1
CS_6204,12.827125693337498,77.69855463618748,DC Fast Charger,22.0,5,136.0,13,0.9,474.0,6.7,23719.7,16,7,Rain,21.9,235.9,31.5,0.06,24.1,84.1,1
CS_6205,13.084356970176097,77.42267876254849,Level 2,7.2,4,73.8,5,9.3,183.8,30.8,10331.8,6,6,Cloudy,28.7,173.6,42.2,2.77,6.9,11.8,1
CS_6206,12.877567179092074,77.68093392684354,Level 2,22.0,3,126.8,19,3.5,498.8,22.2,16286.5,2,3,Extreme,21.3,255.7,65.7,0.2,20.0,89.1,0
CS_6207,12.901163747121887,77.48683475829131,Level 2,22.0,2,114.0,10,0.6,365.1,5.6,22825.8,21,6,Rain,26.5,313.9,79.0,0.72,4.3,71.2,0
CS_6208,12.920678124105063,77.6067852245253,DC Fast Charger,7.2,8,89.0,9,0.4,487.1,20.8,17194.8,21,4,Cloudy,23.0,109.3,22.9,12.55,11.4,86.0,0
CS_6209,12.815367288921294,77.50143327622085,DC Fast Charger,7.2,2,59.9,6,2.4,375.9,16.5,13713.0,2,5,Rain,22.6,179.0,55.4,0.9,14.6,30.6,1
CS_6210,12.948954626669181,77.69032629701194,Level 2,50.0,9,137.2,17,11.9,389.4,8.7,16925.8,17,6,Rain,24.3,144.9,62.9,1.29,10.8,49.8,0
CS_6211,12.836995547322589,77.43045115749106,DC Fast Charger,7.2,5,115.0,7,3.5,104.6,23.7,19938.2,20,2,Clear,23.7,155.1,53.2,0.73,18.6,54.4,1
CS_6212,12.920291098006507,77.54932404508692,Level 2,7.2,8,76.8,16,0.7,56.8,38.0,10492.9,2,4,Clear,30.2,274.6,15.3,6.5,25.7,61.5,0
CS_6213,12.905212936397625,77.52841433758263,DC Fast Charger,7.2,4,107.3,19,1.4,88.9,35.6,7859.8,18,5,Extreme,25.2,119.2,61.2,0.63,16.9,55.8,0
CS_6214,13.03185202502795,77.4978070356834,Level 2,50.0,3,130.2,5,0.3,246.8,24.6,8792.4,23,2,Clear,34.6,311.8,36.1,2.05,16.5,58.9,0
CS_6215,13.04095115348982,77.59366019726404,Level 2,22.0,9,103.4,18,8.9,230.9,12.2,19545.9,3,5,Extreme,24.6,169.9,29.0,0.15,14.9,88.2,1
CS_6216,12.846023864716727,77.43931672302651,DC Fast Charger,50.0,5,107.2,7,14.6,132.7,9.0,7224.1,20,3,Cloudy,27.1,388.0,45.6,0.12,28.8,19.6,0
CS_6217,12.909965356213768,77.61499872544012,Level 2,7.2,4,131.0,5,0.4,69.6,28.9,11468.9,15,6,Extreme,25.3,380.4,67.1,0.05,0.6,38.1,1
CS_6218,12.91200594830955,77.69417763714144,DC Fast Charger,150.0,2,146.1,8,0.9,361.4,18.7,21675.0,23,5,Clear,27.4,319.6,53.9,4.28,3.2,65.1,0
CS_6219,12.845423133180827,77.6413676143406,Level 2,7.2,3,96.4,9,0.9,139.0,23.3,22703.1,16,1,Rain,27.9,336.2,30.2,0.15,12.6,76.2,0
CS_6220,13.039536051515357,77.65800502587287,DC Fast Charger,50.0,4,59.9,4,8.1,490.4,32.2,24359.7,6,3,Extreme,27.7,315.7,23.2,0.83,25.2,65.6,0
CS_6221,13.012168498500627,77.5078910229537,Level 2,50.0,6,60.9,3,9.1,96.6,26.1,17166.3,4,7,Clear,31.2,317.9,37.9,1.33,27.9,64.8,1
CS_6222,12.85711453588911,77.49746598194437,Level 2,100.0,3,79.3,12,2.7,213.6,7.7,9778.9,14,2,Extreme,28.3,154.0,12.7,1.01,28.4,74.9,0
CS_6223,12.91001657257814,77.55511450640705,DC Fast Charger,150.0,6,72.0,9,17.4,265.5,39.5,18304.3,14,1,Extreme,29.2,377.9,80.5,0.68,7.1,84.4,0
CS_6224,12.831741507456956,77.41371798442869,Level 2,50.0,7,49.5,10,1.5,148.3,10.0,8781.4,1,2,Extreme,34.0,340.5,33.3,3.05,12.6,53.0,1
CS_6225,12.988461979127914,77.68360744033696,DC Fast Charger,22.0,7,155.4,11,3.7,276.5,39.3,9811.6,17,6,Clear,26.5,271.9,80.9,5.13,20.0,26.7,0
CS_6226,12.836411577364586,77.44313555190486,Level 2,7.2,7,115.8,16,28.0,106.0,22.8,23574.6,23,7,Cloudy,34.4,149.9,67.6,2.64,25.4,79.8,0
CS_6227,13.095780250587476,77.67090391175043,Level 2,22.0,5,84.3,11,8.8,50.7,34.4,5195.0,9,1,Clear,28.8,332.8,85.5,0.11,20.1,84.3,1
CS_6228,13.034204622406358,77.42507466660011,Level 2,50.0,4,99.0,8,3.3,364.2,9.3,15987.7,19,3,Cloudy,14.6,372.5,56.3,1.99,27.0,84.3,0
CS_6229,12.917071564875199,77.64678747830357,Level 2,50.0,9,46.4,14,0.6,425.5,35.1,6166.6,13,4,Rain,29.0,241.6,71.1,1.33,6.4,63.7,1
CS_6230,12.973569179683807,77.44558875776347,DC Fast Charger,22.0,9,134.7,2,11.7,308.6,9.5,9455.3,1,5,Clear,35.1,125.8,23.8,8.08,16.5,63.2,1
CS_6231,13.073402544864923,77.41143948422744,DC Fast Charger,22.0,7,41.5,4,3.9,152.8,36.2,12078.8,9,6,Rain,31.0,390.3,63.5,1.98,14.9,22.9,0
CS_6232,12.966229784118749,77.61584683507783,DC Fast Charger,100.0,8,115.3,15,1.8,227.6,20.5,7171.1,7,5,Clear,27.4,151.2,53.3,0.34,25.7,18.1,0
CS_6233,12.852349545919386,77.48407959005233,Level 2,7.2,4,44.8,18,3.0,331.8,35.1,5691.6,11,7,Clear,25.3,338.3,48.0,0.25,3.7,33.4,0
CS_6234,12.913611006674348,77.61434884583531,DC Fast Charger,22.0,4,87.6,11,1.9,64.6,14.6,12110.4,14,3,Clear,36.2,395.3,28.3,0.3,17.9,26.0,0
CS_6235,13.052943459508924,77.56652557514185,DC Fast Charger,7.2,4,137.3,19,4.0,92.4,29.8,15237.5,21,5,Cloudy,28.4,187.6,65.1,0.67,20.3,36.3,0
CS_6236,12.993263904796885,77.43264221706903,Level 2,150.0,3,51.0,18,1.6,481.2,32.1,21135.7,8,1,Rain,22.1,129.8,51.4,3.03,4.7,42.7,0
CS_6237,12.99521731530014,77.67963902199035,DC Fast Charger,50.0,8,95.5,9,3.0,355.3,22.5,11759.4,20,5,Cloudy,28.6,343.2,79.0,2.1,22.9,51.8,0
CS_6238,13.060046445706547,77.53569425242905,Level 2,22.0,6,118.8,5,2.8,363.6,35.3,11219.1,16,5,Cloudy,23.7,120.8,17.4,1.57,18.4,50.7,0
CS_6239,13.068191917238751,77.62033418333961,Level 2,150.0,6,113.9,10,4.8,96.1,28.9,5227.8,2,6,Clear,16.3,258.5,15.4,2.13,5.4,86.5,1
CS_6240,13.07593777153383,77.55030617160469,DC Fast Charger,50.0,5,102.1,17,0.1,154.8,16.0,17339.4,4,6,Rain,28.1,319.2,18.2,3.18,27.1,80.4,0
CS_6241,12.828454757975948,77.58130844248836,DC Fast Charger,100.0,7,114.9,13,4.6,226.0,37.5,20312.6,9,6,Rain,28.3,292.3,35.4,0.29,25.4,39.0,0
CS_6242,12.96323780058893,77.49083207770701,DC Fast Charger,50.0,5,81.7,4,4.5,142.4,16.9,5072.0,4,2,Rain,26.3,269.7,74.7,2.64,1.4,81.0,0
CS_6243,13.022152856365496,77.46010809120104,DC Fast Charger,22.0,9,158.0,14,2.5,414.3,30.6,5113.5,22,7,Extreme,26.3,175.1,54.9,2.99,6.2,12.2,0
CS_6244,13.027078053538103,77.56277106102243,Level 2,150.0,4,51.7,8,1.4,322.9,29.2,22320.6,4,1,Cloudy,28.7,194.8,58.6,6.7,11.4,78.2,1
CS_6245,12.982014860591,77.5320656918913,DC Fast Charger,150.0,2,134.9,15,9.1,138.6,9.6,10551.0,8,1,Extreme,24.6,207.6,54.2,5.14,16.0,13.4,0
CS_6246,12.850036200555103,77.51703396403019,Level 2,150.0,2,105.7,3,2.1,396.9,20.0,15518.9,23,6,Extreme,22.4,296.7,57.3,4.75,16.7,28.2,0
CS_6247,13.0392261661825,77.6017701585284,DC Fast Charger,50.0,8,118.5,17,1.9,293.3,25.1,18179.3,4,3,Clear,21.5,303.9,11.1,2.84,4.3,26.6,0
CS_6248,13.016033400054484,77.60715198960334,Level 2,7.2,4,123.8,15,3.1,143.5,11.5,17893.9,21,7,Clear,26.0,152.5,66.4,0.32,3.3,34.8,0
CS_6249,12.825840731464712,77.41377601682738,DC Fast Charger,7.2,7,116.7,1,1.6,429.3,8.5,16185.7,22,3,Clear,29.3,106.8,73.2,2.57,28.0,37.6,1
CS_6250,12.939142947402313,77.5016233482731,DC Fast Charger,50.0,6,75.7,5,8.9,144.5,24.1,9012.3,22,1,Rain,16.8,122.1,87.8,1.41,22.1,64.6,0
CS_6251,12.852193219856542,77.52352936506792,Level 2,22.0,5,91.4,8,4.2,360.8,10.4,20149.0,13,1,Clear,30.4,305.0,64.0,0.78,3.7,49.7,0
CS_6252,12.901243113713893,77.42906764834926,DC Fast Charger,50.0,9,56.5,9,7.0,230.0,32.6,16377.3,8,6,Extreme,26.5,128.5,52.2,0.66,26.7,86.2,0
CS_6253,12.805424327661706,77.47077026000949,DC Fast Charger,7.2,3,91.0,2,6.8,387.3,34.9,11441.1,18,3,Clear,25.0,193.7,52.2,1.96,7.7,76.0,0
CS_6254,12.920098960523228,77.41549253916683,DC Fast Charger,50.0,2,109.7,5,7.8,240.6,8.3,18846.6,20,7,Clear,35.4,265.2,36.1,0.97,11.5,68.0,0
CS_6255,12.964963076346864,77.69887262958511,DC Fast Charger,150.0,8,118.2,4,10.2,179.0,29.6,8022.5,22,2,Clear,33.8,265.5,47.8,1.26,19.3,88.9,0
CS_6256,12.985874777848126,77.62096716089096,Level 2,22.0,5,111.7,12,12.6,482.5,30.6,12335.8,5,5,Rain,30.7,261.3,13.3,0.59,19.4,69.7,0
CS_6257,12.999047103538613,77.42623504695084,Level 2,22.0,2,47.3,19,2.4,391.4,7.3,8962.8,3,1,Rain,22.8,375.9,87.5,0.99,15.3,19.2,1
CS_6258,13.050887393930738,77.40607481393704,DC Fast Charger,100.0,6,83.1,2,2.9,422.4,25.9,12211.3,3,6,Extreme,34.0,233.1,17.4,1.29,4.0,50.6,0
CS_6259,12.86463887218272,77.61578634004569,Level 2,50.0,6,80.1,16,0.3,190.8,26.8,16080.5,14,3,Rain,22.8,149.8,23.1,1.12,9.2,25.8,0
CS_6260,12.836144546731541,77.5317576497048,DC Fast Charger,150.0,4,60.7,2,13.0,206.6,22.9,14174.6,4,4,Clear,26.5,116.4,50.9,0.48,14.4,14.1,0
CS_6261,13.055461151569377,77.63603901271938,Level 2,50.0,9,74.9,10,4.4,127.8,29.1,16419.6,12,6,Clear,29.2,254.1,44.4,0.34,27.4,89.6,0
CS_6262,12.846983844467795,77.67704281134552,Level 2,100.0,4,100.0,10,6.2,251.0,13.6,11058.7,12,3,Extreme,17.5,281.7,79.8,6.93,10.6,83.2,1
CS_6263,13.092428024400858,77.57979011670491,Level 2,100.0,2,142.4,17,2.9,498.6,14.1,6800.4,18,3,Cloudy,29.2,273.3,34.4,0.32,23.9,59.8,1
CS_6264,13.052761468819591,77.45613252687518,DC Fast Charger,50.0,2,71.4,12,3.2,315.3,37.3,7290.9,4,2,Cloudy,23.8,157.6,67.5,0.31,0.3,63.5,0
CS_6265,12.95026298176688,77.63465821081394,Level 2,50.0,5,66.1,7,3.9,375.9,28.8,12262.0,13,6,Rain,25.7,112.8,43.9,5.29,9.5,33.1,0
CS_6266,13.094426427476607,77.68674352295231,Level 2,50.0,9,82.0,9,7.9,381.9,18.9,13393.2,14,7,Cloudy,22.1,363.0,40.6,0.98,7.5,15.5,0
CS_6267,12.829213018732402,77.574069386118,DC Fast Charger,7.2,4,110.1,14,4.7,141.3,28.5,19417.4,17,3,Cloudy,33.3,233.5,26.8,0.09,25.8,74.3,0
CS_6268,12.89091972835253,77.60459923418422,Level 2,100.0,8,136.7,18,8.3,75.2,31.2,10836.5,7,4,Cloudy,26.2,131.8,75.1,1.11,6.1,55.8,0
CS_6269,12.991467324512184,77.501242408511,DC Fast Charger,22.0,8,97.4,10,1.2,104.7,15.6,19202.9,16,2,Clear,28.0,298.1,25.8,2.48,26.9,47.0,0
CS_6270,12.905002060541953,77.5144583083981,Level 2,7.2,6,56.6,16,1.2,373.9,23.2,17171.2,17,7,Rain,36.1,295.8,10.8,1.87,15.8,63.7,0
CS_6271,13.078511765594238,77.62039634935593,DC Fast Charger,150.0,9,63.0,1,1.2,255.1,9.0,10690.5,7,3,Extreme,32.8,283.9,76.4,1.81,24.7,49.4,1
CS_6272,12.819687826453347,77.67833132952205,Level 2,22.0,7,105.6,9,0.0,457.1,26.0,24515.3,13,3,Clear,28.3,169.7,26.9,12.29,10.4,42.0,0
CS_6273,12.96482354961829,77.5886965161673,DC Fast Charger,22.0,5,129.9,13,1.0,214.9,29.1,10345.5,4,2,Rain,24.4,355.0,22.0,1.12,9.4,67.6,1
CS_6274,12.977259880218535,77.6369543725456,Level 2,22.0,9,154.5,16,0.6,96.2,31.0,15599.7,17,7,Rain,24.4,126.4,25.9,0.44,3.5,52.6,0
CS_6275,12.995818437133167,77.45149050522461,Level 2,100.0,5,64.5,16,3.0,485.8,38.6,21824.5,6,3,Rain,30.2,135.1,85.1,1.03,18.9,23.7,0
CS_6276,12.876699866999544,77.4635877270774,DC Fast Charger,150.0,3,104.2,2,0.7,230.3,10.8,9343.9,17,5,Extreme,23.3,215.5,63.7,2.76,4.7,66.6,1
CS_6277,12.909369928255959,77.55961040605003,Level 2,7.2,8,69.1,9,2.7,431.7,7.4,6357.3,18,4,Extreme,18.6,369.9,65.2,1.64,19.5,40.4,1
CS_6278,13.053104158899494,77.45296625767286,Level 2,150.0,7,73.0,13,38.0,70.7,38.0,14781.9,18,2,Clear,24.1,346.7,22.2,1.35,2.0,71.8,1
CS_6279,12.858482830691049,77.59049852106628,DC Fast Charger,7.2,9,70.5,8,3.5,211.7,27.7,17357.6,15,6,Clear,30.0,372.7,59.1,1.05,4.4,88.1,0
CS_6280,13.048060354152009,77.48749595561841,DC Fast Charger,100.0,9,90.0,11,12.9,317.5,24.7,7505.9,14,3,Extreme,24.9,310.2,78.9,7.22,28.8,50.4,0
CS_6281,12.968796626870823,77.63745978560007,Level 2,150.0,6,73.5,17,6.1,285.8,19.8,7144.9,23,5,Clear,33.2,286.5,64.4,2.18,22.1,69.4,0
CS_6282,13.028656253358225,77.6424331039843,DC Fast Charger,22.0,5,174.4,11,11.2,377.5,20.4,6636.8,10,6,Cloudy,24.7,335.1,16.1,2.67,3.4,53.1,0
CS_6283,13.014082209879042,77.5391362367266,Level 2,150.0,7,86.2,11,4.9,447.4,15.4,18148.9,1,3,Clear,27.0,159.9,44.7,1.46,11.7,87.7,0
CS_6284,12.862253448615464,77.45424319051129,DC Fast Charger,100.0,3,129.6,16,8.3,391.4,26.9,23680.8,6,3,Cloudy,24.2,133.4,66.9,1.57,4.1,55.2,1
CS_6285,12.970643820930162,77.59403248832459,DC Fast Charger,100.0,7,80.2,7,1.8,189.6,5.5,23492.7,20,7,Cloudy,27.3,379.1,17.4,0.69,14.5,44.4,1
CS_6286,13.060316945841528,77.69783610547908,DC Fast Charger,100.0,4,167.0,1,2.3,486.2,24.0,21170.1,0,5,Rain,22.4,351.3,38.8,0.5,28.1,38.3,0
CS_6287,12.929634871040578,77.58677726938276,DC Fast Charger,7.2,6,110.2,15,16.1,463.6,7.0,12483.9,4,1,Cloudy,34.5,226.4,67.1,2.66,9.9,26.5,0
CS_6288,13.089977231066994,77.41073240721421,Level 2,150.0,4,125.1,18,1.6,333.5,30.3,16426.6,14,5,Cloudy,32.9,333.4,77.0,0.12,23.0,39.1,0
CS_6289,12.935664530030516,77.40518819273014,DC Fast Charger,22.0,3,82.3,14,2.7,279.5,38.7,24997.5,18,6,Extreme,21.3,253.0,61.0,7.18,3.6,58.3,0
CS_6290,12.842835691000365,77.4961085911477,Level 2,22.0,8,129.3,13,5.3,282.4,11.5,21665.6,6,2,Cloudy,33.2,104.9,77.0,4.18,10.3,14.3,1
CS_6291,12.916830404023303,77.45873514205813,Level 2,50.0,6,110.0,2,2.5,380.8,14.6,6733.0,16,2,Extreme,35.0,104.5,62.3,3.2,8.7,47.2,0
CS_6292,13.08551072191716,77.64391536214299,Level 2,100.0,2,88.6,11,0.1,267.5,23.9,5043.2,6,1,Extreme,30.9,241.9,84.6,2.19,5.6,34.7,1
CS_6293,12.895916254801957,77.6534417001108,Level 2,22.0,2,67.6,19,7.9,493.9,22.1,12689.3,23,2,Cloudy,34.0,275.9,11.1,2.11,8.6,84.9,0
CS_6294,13.060429447960118,77.47758563139315,Level 2,100.0,2,92.9,6,2.0,369.7,33.6,5539.0,18,1,Rain,28.5,346.8,38.0,2.73,23.7,63.9,0
CS_6295,13.064375204504566,77.49769343308498,DC Fast Charger,22.0,7,90.3,17,1.3,157.2,9.4,20226.9,14,5,Cloudy,31.2,276.9,15.2,4.93,16.7,65.5,0
CS_6296,12.905055957299588,77.47087409031454,DC Fast Charger,150.0,5,126.1,1,3.5,346.3,24.4,17173.7,23,3,Cloudy,30.4,277.9,40.4,1.46,22.5,62.5,0
CS_6297,12.82497729741519,77.67251476421139,Level 2,50.0,7,93.0,5,0.0,268.0,37.3,18245.4,14,7,Clear,23.4,399.0,29.8,0.37,13.5,66.0,0
CS_6298,13.017367372747646,77.55079480038668,Level 2,100.0,7,42.4,1,10.0,121.9,28.3,23476.7,16,7,Rain,32.3,100.5,29.7,0.18,10.2,32.8,0
CS_6299,12.893453689704197,77.59684111322461,DC Fast Charger,7.2,7,119.4,13,1.5,283.5,14.4,24704.5,23,3,Cloudy,29.8,204.6,33.1,1.5,24.3,62.1,0
CS_6300,13.034877084277271,77.52464462600989,Level 2,7.2,7,138.8,1,12.8,436.5,7.2,11450.5,13,1,Extreme,22.7,378.9,33.1,2.11,20.7,47.0,1
CS_6301,12.93279645447813,77.58930425805136,DC Fast Charger,22.0,8,50.0,12,5.7,61.1,19.7,7791.7,2,7,Clear,19.9,214.9,56.5,4.15,14.7,59.3,0
CS_6302,12.945580022702787,77.51575661301652,Level 2,150.0,2,154.1,9,4.0,433.1,21.3,5528.3,21,3,Rain,29.3,172.1,61.9,4.71,24.5,46.4,1
CS_6303,13.03337282202456,77.50190353131877,DC Fast Charger,100.0,5,141.9,13,8.2,358.3,9.7,22420.1,19,1,Clear,27.3,231.5,30.7,2.46,2.9,73.1,0
CS_6304,12.914708999318488,77.59034402195205,DC Fast Charger,50.0,9,81.1,10,25.0,376.5,21.8,10781.5,3,2,Cloudy,21.8,330.3,21.4,4.77,4.7,39.6,0
CS_6305,12.932938203596875,77.5773186234147,Level 2,150.0,5,66.5,16,1.4,451.7,28.7,5674.4,21,2,Clear,34.1,328.8,43.3,4.9,21.2,78.1,0
CS_6306,12.912857140630887,77.48805838625039,DC Fast Charger,22.0,3,131.6,6,2.2,474.7,21.6,16941.1,4,4,Rain,30.3,200.0,33.8,0.7,13.7,28.0,1
CS_6307,12.910202154583184,77.44480453509584,Level 2,150.0,2,58.9,8,3.3,182.8,12.9,13020.5,7,4,Cloudy,30.3,135.3,83.5,0.94,27.3,79.4,0
CS_6308,12.957783973070438,77.51057300815144,DC Fast Charger,50.0,6,79.9,7,3.9,463.6,38.5,22416.4,6,2,Rain,28.8,389.3,73.8,3.57,21.5,49.3,0
CS_6309,13.042639833350345,77.52455929174258,DC Fast Charger,150.0,9,60.5,13,4.0,147.4,9.0,7039.4,14,6,Cloudy,21.9,169.1,80.8,8.78,0.1,40.7,0
CS_6310,12.90853049357677,77.58860530002738,Level 2,100.0,9,100.2,17,4.0,115.0,26.3,16905.8,11,2,Cloudy,22.6,378.2,18.3,0.28,24.2,44.6,0
CS_6311,12.95727641616132,77.67435862909106,DC Fast Charger,22.0,7,144.0,12,8.8,299.7,30.5,20794.1,13,2,Cloudy,34.1,221.0,40.6,3.74,16.5,66.0,0
CS_6312,13.001218197632781,77.41085543925988,DC Fast Charger,50.0,5,111.2,11,2.6,467.4,14.4,22320.3,11,4,Rain,29.1,396.3,77.9,0.58,19.5,29.9,0
CS_6313,12.880831833891097,77.47309830376255,Level 2,22.0,3,130.5,6,0.1,74.5,18.3,6431.4,14,5,Clear,22.7,174.4,24.0,1.82,28.7,62.5,0
CS_6314,12.883256841470718,77.45811478268388,DC Fast Charger,100.0,5,89.4,15,10.4,287.6,20.3,20654.5,14,3,Extreme,27.5,300.7,72.4,1.35,28.4,55.2,1
CS_6315,13.080023938107036,77.55068832260814,Level 2,50.0,6,102.9,5,5.4,355.3,27.6,20912.3,7,3,Extreme,30.5,346.1,79.9,2.24,11.5,10.7,1
CS_6316,13.017060371999326,77.52891024211296,Level 2,50.0,6,63.2,16,1.1,385.4,22.9,10236.7,18,6,Rain,25.4,221.8,31.9,4.46,10.1,18.5,1
CS_6317,12.973156002866993,77.61871128714606,DC Fast Charger,22.0,2,97.1,11,0.2,276.8,11.7,11021.0,11,7,Clear,29.0,144.3,87.4,1.05,8.3,32.5,0
CS_6318,12.994316016326184,77.47272477376346,Level 2,150.0,8,77.6,10,1.9,308.7,36.2,23411.9,10,4,Cloudy,33.2,129.2,76.9,2.58,16.4,65.1,0
CS_6319,12.808789832931026,77.57834950972493,DC Fast Charger,150.0,5,95.2,8,0.7,254.2,17.8,17552.4,20,6,Cloudy,36.7,167.7,23.5,1.56,15.6,31.0,0
CS_6320,12.985430889668509,77.66515717908,DC Fast Charger,7.2,8,93.1,5,11.4,375.5,18.4,5609.3,20,3,Cloudy,19.0,116.5,55.9,1.54,22.9,79.6,1
CS_6321,12.952852661967261,77.67320332197549,Level 2,7.2,6,90.6,10,1.6,220.7,33.0,21361.8,17,1,Extreme,32.5,360.4,28.4,4.4,17.4,22.5,1
CS_6322,12.96372490393383,77.68763538141751,DC Fast Charger,50.0,9,163.2,10,6.1,176.2,23.7,24416.4,4,4,Clear,30.5,311.2,47.0,3.14,22.4,10.4,0
CS_6323,12.907827148049245,77.631978345624,DC Fast Charger,22.0,4,153.0,1,5.4,168.2,13.1,13214.0,21,2,Clear,29.6,295.6,50.8,0.95,4.1,85.7,0
CS_6324,12.824442169313883,77.67179637187768,DC Fast Charger,50.0,6,142.5,13,6.3,344.0,37.0,20043.3,6,5,Rain,23.6,308.7,63.7,1.28,14.9,33.7,1
CS_6325,12.858001770083616,77.47035926159559,Level 2,22.0,6,153.9,18,3.8,466.1,33.2,19472.3,20,7,Rain,30.2,290.7,59.2,0.3,12.1,49.9,0
CS_6326,13.085223413963801,77.45927428330515,Level 2,100.0,9,142.6,5,6.5,173.1,26.0,13035.2,20,1,Cloudy,25.4,110.7,38.4,0.05,8.3,54.4,0
CS_6327,12.922609868681281,77.40194642513417,DC Fast Charger,7.2,5,99.3,16,3.6,162.4,22.9,14069.2,17,1,Clear,30.2,272.8,52.6,1.08,23.7,40.3,0
CS_6328,12.940004946749259,77.61205330722873,Level 2,50.0,7,96.3,6,2.4,372.0,28.6,17417.2,7,4,Clear,30.3,223.9,16.2,1.49,25.7,14.4,0
CS_6329,12.815812936956032,77.68124015634413,DC Fast Charger,100.0,9,107.1,10,9.8,54.1,17.6,8482.1,12,2,Rain,34.3,147.4,54.8,1.55,12.2,54.5,0
CS_6330,12.811269868863194,77.4560806035125,DC Fast Charger,150.0,6,93.7,7,3.1,425.4,29.3,15132.4,14,2,Clear,32.0,299.8,88.2,9.38,20.1,89.8,0
CS_6331,13.015154434114027,77.59108307262807,Level 2,7.2,3,68.8,16,4.2,220.7,6.3,11715.6,22,1,Extreme,18.5,228.4,55.2,0.81,5.6,66.8,0
CS_6332,12.961428399236334,77.62393792776653,Level 2,22.0,7,108.9,1,3.1,455.8,19.0,6684.2,23,7,Clear,28.2,177.0,79.6,1.67,17.0,43.5,0
CS_6333,12.95261179526488,77.67828427054442,Level 2,150.0,9,53.0,7,7.5,368.9,26.6,9010.1,23,7,Cloudy,34.6,319.6,79.6,1.47,11.6,72.9,1
CS_6334,12.872937359126801,77.59405806720517,DC Fast Charger,150.0,6,104.1,12,3.9,406.7,26.7,15030.4,4,7,Rain,20.6,118.1,86.4,1.71,18.0,79.6,0
CS_6335,13.023425219488976,77.69108811982463,Level 2,100.0,4,70.2,15,3.2,127.0,7.5,23153.1,14,2,Rain,27.4,209.7,15.5,3.56,0.6,53.9,0
